# Type | Modules affected | vulnerability title | version ini | version end | other version | vulnerability description | url reference (url1 uel2 ... url3)
Core||Multiple XSS/CSRF Vulnerability|1.5.9|1.5.9||A series of XSS and CSRF faults exist in the administrator application. Affected administrator components include com_admin, com_media, com_search. Both com_admin and com_search contain XSS vulnerabilities, and com_media contains 2 CSRF vulnerabilities.|
Component|component/jeeventcalendar/|JE Ajax Event Calendar Component 'view' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Joomla JE Ajax Event Calendar 1.0.5|The JE Ajax Event Calendar component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database|http://www.securityfocus.com/bid/41058/
Component|com_ybggal|YBG Gallery Component 'catid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Yusuf Bottie Gaos YBG Gallery 1.0|YBG Gallery component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database|http://www.securityfocus.com/bid/41033/
Component|com_picasa2gallery|Picasa2Gallery Joomla! Component 'controller' Parameter Local File Include Vulnerability|x.x.x|x.x.x|Picasa2Gallery 1.2.8|The Picasa2Gallery component for Joomla! is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this vulnerability to obtain potentially sensitive information and to execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the computer; other attacks are also possible.|http://www.securityfocus.com/bid/41031/
Component|com_jfaq|'Jfaq' Component SQL Injection and HTML Injection Vulnerabilities|x.x.x|x.x.x|Joomla Jfaq 1.2|The Joomla! 'Jfaq' component is prone to multiple SQL-injection vulnerabilities and an HTML-injection vulnerability because it fails to sufficiently sanitize user-supplied input.An attacker may leverage the HTML-injection issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials, control how the site is viewed, and launch other attacks.The attacker may exploit the SQL-injection issues to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/41029/
Component|com_jomsocial|JomSocial Joomla! Component Multiple HTML Injection Vulnerabilities|x.x.x|x.x.x|JomSocial 1.6.288|JomSocial Joomla! component is prone to multiple HTML-injection vulnerabilities because the application fails to properly sanitize user-supplied input before using it in dynamically generated content.Attacker-supplied HTML and script code would run in the context of the affected browser, potentially allowing the attacker to steal cookie-based authentication credentials or to control how the site is rendered to the user. Other attacks are also possible.|http://www.securityfocus.com/bid/41010/
Component|com_jobline|Jobline Component 'Itemid' Parameter Cross Site Scripting Vulnerability|x.x.x|x.x.x|Olle Johansson Jobline 1.1.3.1|The Jobline component for Joomla! is prone to a cross-site scripting vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this vulnerability could allow an attacker to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials and to launch other attacks.|http://www.securityfocus.com/bid/40996/
Component|com_cmsrealty|Transparent Technologies CMS Realty Component for Joomla! Cross-Site Scripting Vulnerability|x.x.x|x.x.x|Transparent Technologies CMS Realty 2.0.2|The Transparent Technologies CMS Realty component for Joomla! is prone to a cross-site scripting vulnerability because the application fails to properly sanitize user-supplied input.An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may help the attacker steal cookie-based authentication credentials and launch other attacks.|http://www.securityfocus.com/bid/40989/
Component|com_eportfolio|Belitsoft E-portfolio Joomla! Component Arbitrary File Upload Vulnerability|x.x.x|x.x.x|Belitsoft E-portfolio <= 1.5|The Belitsoft E-portfolio component for Joomla! is prone to a vulnerability that lets attackers upload arbitrary files. The issue occurs because the application fails to adequately validate user-supplied input.An attacker can exploit this vulnerability to upload arbitrary code and execute it in the context of the webserver process. This may facilitate unauthorized access or privilege escalation; other attacks are also possible.|http://www.securityfocus.com/bid/40994/
Component|com_community|JomSocial 'com_community' Joomla! Component Status Field HTML Injection Vulnerability|x.x.x|x.x.x|JomSocial|The JomSocial 'com_community' Joomla! component is prone to an HTML-injection vulnerability because the application fails to properly sanitize user-supplied input before using it in dynamically generated content.Attacker-supplied HTML and script code would run in the context of the affected browser, potentially allowing the attacker to steal cookie-based authentication credentials or to control how the site is rendered to the user. Other attacks are also possible.|http://www.securityfocus.com/bid/40997
Component|com_jomestate|'com_jomestate' Component 'task' Parameter Remote File Include Vulnerability|x.x.x|x.x.x|com_jomestate|The 'com_jomestate' component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/41017/
Component|com_listbingo|Listbingo Component Cross Site Scripting and SQL Injection Vulnerabilities|x.x.x|x.x.x|Gobingoo 1.3.1|The Listbingo component for Joomla! is prone to an SQL-injection vulnerability and multiple cross-site scripting vulnerabilities.Exploiting these issues could allow an attacker to steal cookie-based authentication credentials, compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/40986/
Component|components/com_oziogallery2/|Ozio Gallery Joomla! Component Open Email Relay Vulnerability and Directory Traversal Vulnerability|x.x.x|x.x.x|Ozio Gallery Ozio Gallery 2.4|The Ozio Gallery component for Joomla! is prone to an open-email-relay vulnerability and a directory traversal vulnerability.An attacker could exploit this issue to gain access to sensitive information and to send unsolicited spam email to an unrestricted number of email addresses from a forged email address.|http://www.securityfocus.com/bid/40966/
Component|com_galleryxml|Gallery XML Joomla! Component SQL Injection and Local File Include Vulnerabilities|x.x.x|x.x.x|XML/SWF Gallery XML <= 1.1|The Gallery XML Joomla! component is prone to an SQL-injection vulnerability and a local file-include vulnerability because it fails to sufficiently sanitize user-supplied data.An attacker can exploit these vulnerabilities to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database; by using directory-traversal strings to execute local script code in the context of the application, the attacker may be able to obtain sensitive information that may aid in further attacks.|http://www.securityfocus.com/bid/40964/
Component|com_rss|RSComments Joomla! Component Multiple HTML Injection Vulnerabilities|x.x.x|x.x.x|Joomla RSComments 1.0|The RSComments Joomla! component is prone to multiple HTML-injection vulnerabilities because the application fails to properly sanitize user-supplied input before using it in dynamically generated content.Successful exploits will allow attacker-supplied HTML and script code to run in the context of the affected site, potentially allowing the attacker to steal cookie-based authentication credentials or to control how the site is rendered to the user. Other attacks are also possible.|http://www.securityfocus.com/bid/40977/
Component|com_chronocontact|'com_chronocontact' Component 'itemid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_chronocontact|The 'com_chronocontact' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/40504/
Component|com_chronoconnectivity|'com_chronoconnectivity' Component 'itemid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_chronoconnectivity|The 'com_chronoconnectivity' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/40500/
Component|com_sar_news|'com_sar_news' Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_sar_news|The 'com_sar_news' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/40501/
